freezing,genotype,id,day,condition,sex,cohort,exposure_mins,analyzed_duration,date,time,els,psilocybin,cohort_id,dob
39.58,wt,28-3,recall3,sefl,male,ptsd9,5,5,1/28/22,12:06 PM,n,n,ptsd9_28-3,10/13/21
43.55,wt,28-3,recall4,sefl,male,ptsd9,5,5,2/11/22,3:54 PM,n,n,ptsd9_28-3,10/13/21
61.13,wt,29-1,sefla,sefl,male,ptsd9,60,60,1/12/22,2:23 PM,n,n,ptsd9_29-1,10/13/21
14.87,wt,29-1,seflb,sefl,male,ptsd9,5,5,1/13/22,11:16 AM,n,n,ptsd9_29-1,10/13/21
58.22,wt,29-1,recall1,sefl,male,ptsd9,5,5,1/14/22,10:52 AM,n,n,ptsd9_29-1,10/13/21
45.12,wt,29-1,recall2,sefl,male,ptsd9,5,5,1/21/22,2:57 PM,n,n,ptsd9_29-1,10/13/21
30.95,wt,29-1,recall3,sefl,male,ptsd9,5,5,1/28/22,12:17 PM,n,n,ptsd9_29-1,10/13/21
49.05,wt,29-1,recall4,sefl,male,ptsd9,5,5,2/11/22,4:07 PM,n,n,ptsd9_29-1,10/13/21
63.66,wt,29-2,sefla,sefl,male,ptsd9,60,60,1/12/22,2:23 PM,n,n,ptsd9_29-2,10/13/21
33.77,wt,29-2,seflb,sefl,male,ptsd9,5,5,1/13/22,11:16 AM,n,n,ptsd9_29-2,10/13/21
19.53,wt,29-2,recall1,sefl,male,ptsd9,5,5,1/14/22,10:52 AM,n,n,ptsd9_29-2,10/13/21
47.7,wt,29-2,recall2,sefl,male,ptsd9,5,5,1/21/22,2:57 PM,n,n,ptsd9_29-2,10/13/21
43.75,wt,29-2,recall3,sefl,male,ptsd9,5,5,1/28/22,12:17 PM,n,n,ptsd9_29-2,10/13/21
33.71,wt,29-2,recall4,sefl,male,ptsd9,5,5,2/11/22,4:07 PM,n,n,ptsd9_29-2,10/13/21
47.5,wt,29-5,sefla,sefl,male,ptsd9,60,60,1/12/22,3:46 PM,n,n,ptsd9_29-5,10/13/21
35.16,wt,29-5,seflb,sefl,male,ptsd9,5,5,1/13/22,11:37 AM,n,n,ptsd9_29-5,10/13/21
70.82,wt,29-5,recall1,sefl,male,ptsd9,5,5,1/14/22,11:08 AM,n,n,ptsd9_29-5,10/13/21
63.19,wt,29-5,recall2,sefl,male,ptsd9,5,5,1/21/22,3:12 PM,n,n,ptsd9_29-5,10/13/21
35.71,wt,29-5,recall3,sefl,male,ptsd9,5,5,1/28/22,12:28 PM,n,n,ptsd9_29-5,10/13/21
56.43,wt,29-5,recall4,sefl,male,ptsd9,5,5,2/11/22,4:19 PM,n,n,ptsd9_29-5,10/13/21
64.57,wt,30-1,sefla,sefl,male,ptsd9,60,60,1/12/22,3:46 PM,n,n,ptsd9_30-1,10/13/21
15.88,wt,30-1,seflb,sefl,male,ptsd9,5,5,1/13/22,11:37 AM,n,n,ptsd9_30-1,10/13/21
32.56,wt,30-1,recall1,sefl,male,ptsd9,5,5,1/14/22,11:08 AM,n,n,ptsd9_30-1,10/13/21
48.1,wt,30-1,recall2,sefl,male,ptsd9,5,5,1/21/22,3:12 PM,n,n,ptsd9_30-1,10/13/21
29.46,wt,30-1,recall3,sefl,male,ptsd9,5,5,1/28/22,12:28 PM,n,n,ptsd9_30-1,10/13/21
15.14,wt,30-1,recall4,sefl,male,ptsd9,5,5,2/11/22,4:19 PM,n,n,ptsd9_30-1,10/13/21
64.38,wt,31-1,sefla,sefl,male,ptsd9,60,60,1/12/22,3:46 PM,n,n,ptsd9_31-1,10/13/21
26.8,wt,31-1,seflb,sefl,male,ptsd9,5,5,1/13/22,11:55 AM,n,n,ptsd9_31-1,10/13/21
52.61,wt,31-1,recall1,sefl,male,ptsd9,5,5,1/14/22,11:22 AM,n,n,ptsd9_31-1,10/13/21
53.21,wt,31-1,recall2,sefl,male,ptsd9,5,5,1/21/22,3:25 PM,n,n,ptsd9_31-1,10/13/21
31.25,wt,31-1,recall3,sefl,male,ptsd9,5,5,1/28/22,12:38 PM,n,n,ptsd9_31-1,10/13/21
53.2,wt,31-1,recall4,sefl,male,ptsd9,5,5,2/11/22,4:29 PM,n,n,ptsd9_31-1,10/13/21
67.16,wt,31-2,sefla,sefl,male,ptsd9,60,60,1/12/22,3:46 PM,n,n,ptsd9_31-2,10/13/21
26.73,wt,31-2,seflb,sefl,male,ptsd9,5,5,1/13/22,11:55 AM,n,n,ptsd9_31-2,10/13/21
66.75,wt,31-2,recall1,sefl,male,ptsd9,5,5,1/14/22,11:22 AM,n,n,ptsd9_31-2,10/13/21
64.63,wt,31-2,recall2,sefl,male,ptsd9,5,5,1/21/22,3:25 PM,n,n,ptsd9_31-2,10/13/21
48.21,wt,31-2,recall3,sefl,male,ptsd9,5,5,1/28/22,12:38 PM,n,n,ptsd9_31-2,10/13/21
28.45,wt,31-2,recall4,sefl,male,ptsd9,5,5,2/11/22,4:29 PM,n,n,ptsd9_31-2,10/13/21
